,AdID,AdURL,AdText,HostedPage,Impressions,Currency,AdSpending,toxicity,identityAttack,insult,positivity
8698,1153067108365313,https://www.facebook.com/ads/archive/render_ad/?id=1153067108365313&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"It is outrageous that Governor Ron DeSantis has not requested the $20 million that Congress allocated to Florida to protect our elections.

ADD YOUR NAME: Ron DeSantis must act now to protect our elections.",Miami-Dade Democrats,1999,USD,99,0,0,0,1
8699,343125489995222,https://www.facebook.com/ads/archive/render_ad/?id=343125489995222&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,The Winston-Salem Fairgrounds Farmers Market reopens Saturday. Here’s what you need to know about the setup and new guidelines.,"City of Winston-Salem, NC - Government",999,USD,99,1,0,0,0
8701,713541732788989,https://www.facebook.com/ads/archive/render_ad/?id=713541732788989&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,How many useless facts do you know?? Take our FREE daily trivia challenge and win prizes!,Trivia Today,999,USD,99,0,0,0,0
8702,187664129026525,https://www.facebook.com/ads/archive/render_ad/?id=187664129026525&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Challenges have escalated for family caregivers across the U.S. during these unprecedented times. Among these challenges, our new study found that more Americans are now caring for more than one person. http://spr.ly/61871h9yL",AARP Public Policy Institute,999,USD,99,0,0,0,1
8703,287639915602113,https://www.facebook.com/ads/archive/render_ad/?id=287639915602113&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Mitch McConnell says states should be forced to file for bankruptcy, while he looks out for Wall Street and big corporations. We’re fighting for critical aid for healthcare workers, police, firefighters, teachers, and others. 

Sign on as a citizen co-sponsor and demand the next relief package include support for workers on the front lines of this pandemic.",Debbie Dingell,999,USD,99,0,0,1,0
8705,258200608716246,https://www.facebook.com/ads/archive/render_ad/?id=258200608716246&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Vote Commitment, Integrity, Experience. 
#WILSON2020",Christina C Wilson for Clerk of Superior Court,999,USD,99,0,0,0,0
8706,271666850683193,https://www.facebook.com/ads/archive/render_ad/?id=271666850683193&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Start this summer out RIGHT 🇺🇸
Get free shipping with code “FREESHIP”
Shop Today ➔ https://bit.ly/3dOnAdv",Shield Republic,999,USD,99,0,0,0,0
8708,718063575613232,https://www.facebook.com/ads/archive/render_ad/?id=718063575613232&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Find something NEW at Shield Republic
Save 25% with code SHIELD25
SHOP NOW → https://bit.ly/3dOnAdv",Shield Republic,1999,USD,99,0,0,0,0
8710,248696679543161,https://www.facebook.com/ads/archive/render_ad/?id=248696679543161&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Are you ready for summer?
Use code “SHIELD25” for 25% OFF!
Shop Today ➔ https://bit.ly/3dOnAdv",Shield Republic,999,USD,99,0,0,0,0
8715,3781638371907622,https://www.facebook.com/ads/archive/render_ad/?id=3781638371907622&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Have you received your ballot? If ""Yes,"" here's what you need to do next:

Vote your ballot, sign the oath, and return your voted ballot by mail in the postage paid envelope provided.  It must be postmarked by June 2. 

You may also drop your ballot at any one of the four (4) Vote Centers listed below or at a drop box at the Board of Elections or Rockville City Hall between May 21 and June 2 at 8pm. 

1. Silver Spring Civic Building, One Veterans Place, Silver Spring
2. Praisner Community Recreation Center, 14906 Old Columbia Pike, Burtonsville
3. Activity Center at Bohrer Park, 506 South Frederick Avenue, Gaithersburg
4. Germantown Community Recreation Center, 18905 Kingsview Road, Germantown

To learn more, visit: https://bit.ly/2SYJUJs

If you have NOT REGISTERED TO VOTE, visit: https://bit.ly/3dvTnzu

Note: Voters must register by the extended deadline, May 27, to receive a ballot from the Board of Elections.

#Maryland",League of Women Voters of Montgomery County Maryland,999,USD,99,0,0,0,1
8716,2612717835657672,https://www.facebook.com/ads/archive/render_ad/?id=2612717835657672&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,I'm a teacher and education policy specialist running for Arlington School Board because I believe every student has a right to succeed!,Cristina for Arlington School Board,999,USD,99,0,0,0,0
8718,696469101112535,https://www.facebook.com/ads/archive/render_ad/?id=696469101112535&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"WE'RE GOING BACK TO WHERE IT ALL BEGAN!!!
Join us this Saturday, May 16th, from 1-3 pm for Free Spaghetti Plates at the Original Team Chavis Headquarters
Located at East Laurens Street in Hartsville (across from Applebee's parking lot) 
Spaghetti plates can be picked up drive-thru to go and all are welcome.
I look forward to seeing you Saturday!
#TeamChavis",Sheriff Tony Chavis,999,USD,99,0,0,1,0
8719,1080213339000587,https://www.facebook.com/ads/archive/render_ad/?id=1080213339000587&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Join AARP NH on Wednesday, May 20 at 11 am for a 1-hour virtual trivia challenge: Health, Wealth & Self. For more info and to register: http://spr.ly/61881CNTe",AARP NH,1999,USD,99,0,0,0,1
8720,253040785816589,https://www.facebook.com/ads/archive/render_ad/?id=253040785816589&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,If you are a little bored and need something to read try this one.  My book will give you a good look at who I am.  You can order this from Amazon and is available for Kindle.  All profits from this book will be donated to The Mighty Oaks Foundation in honor of Col Allen West.,JohnCheckforhouse,999,USD,99,0,0,1,0
8721,2956305054463714,https://www.facebook.com/ads/archive/render_ad/?id=2956305054463714&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Sac City teachers volunteered to coach parents, students and other teachers on connecting to distance learning.

The Sacramento School District threatened legal action if the volunteers did not “cease and desist.”

Really?",Sacramento City Teachers Association,3999,USD,99,0,0,0,1
8722,165742218202571,https://www.facebook.com/ads/archive/render_ad/?id=165742218202571&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Melt Snowflakes All Summer 🇺🇸
Get 10% off with code: SUMMER10
SHOP NOW → https://bit.ly/2XhHBnN",Shield Republic,1999,USD,99,0,0,0,0
8723,166127188167152,https://www.facebook.com/ads/archive/render_ad/?id=166127188167152&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Are you ready for Father’s Day?
Use code “SUMMER10” for 10% off
SHOP NOW → https://bit.ly/35yCpxT",Shield Republic,999,USD,99,0,0,0,0
8724,166533878124157,https://www.facebook.com/ads/archive/render_ad/?id=166533878124157&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Melt Snowflakes All Summer 🇺🇸
Get 10% off with code: SUMMER10
SHOP NOW → https://bit.ly/2KQcngi",Shield Republic,999,USD,99,0,0,0,0
8727,172612504075970,https://www.facebook.com/ads/archive/render_ad/?id=172612504075970&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Melt Snowflakes All Summer 🇺🇸
Get 10% off with code: SUMMER10
SHOP NOW → https://bit.ly/2OOfjN3",Shield Republic,999,USD,99,0,0,0,0
8728,172994677373310,https://www.facebook.com/ads/archive/render_ad/?id=172994677373310&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Are you ready for Father’s Day?
Use code “SUMMER10” for 10% off
SHOP NOW → https://bit.ly/3dIv95r",Shield Republic,999,USD,99,0,0,0,0
8729,174319840562188,https://www.facebook.com/ads/archive/render_ad/?id=174319840562188&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Melt Snowflakes All Summer 🇺🇸
Get 10% off with code: SUMMER10
SHOP NOW → https://bit.ly/2QTZxBJ",Shield Republic,999,USD,99,0,0,0,0
8730,177481080191933,https://www.facebook.com/ads/archive/render_ad/?id=177481080191933&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Melt Snowflakes All Summer 🇺🇸
Get 10% off with code: SUMMER10
SHOP NOW → https://bit.ly/3aRzCkZ",Shield Republic,999,USD,99,0,0,0,0
8731,177551823507651,https://www.facebook.com/ads/archive/render_ad/?id=177551823507651&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Start this summer out RIGHT 🇺🇸
Save 25% with code: SHIELD25
SHOP NOW → https://bit.ly/3b6RsAU",Shield Republic,999,USD,99,0,0,0,0
8732,179337536647757,https://www.facebook.com/ads/archive/render_ad/?id=179337536647757&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Melt Snowflakes All Summer 🇺🇸
Get 10% off with code: SUMMER10
SHOP NOW → https://bit.ly/2UOkWxI",Shield Republic,999,USD,99,0,0,0,0
8733,179360743314208,https://www.facebook.com/ads/archive/render_ad/?id=179360743314208&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Melt Snowflakes All Summer 🇺🇸
Get 10% off with code: SUMMER10
SHOP NOW → https://bit.ly/35VHVtk",Shield Republic,999,USD,99,0,0,0,0
8736,190379955372049,https://www.facebook.com/ads/archive/render_ad/?id=190379955372049&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Are you ready for Father’s Day?
Use code “SUMMER10” for 10% off
SHOP NOW → https://bit.ly/2LlZAlQ",Shield Republic,999,USD,99,0,0,0,0
8737,198057587828674,https://www.facebook.com/ads/archive/render_ad/?id=198057587828674&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Melt Snowflakes All Summer 🇺🇸
Get 10% off with code: SUMMER10
SHOP NOW → https://bit.ly/2XiKTXW",Shield Republic,1999,USD,99,0,0,0,0
8752,239310514053260,https://www.facebook.com/ads/archive/render_ad/?id=239310514053260&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Melt Snowflakes All Summer 🇺🇸
Get 10% off with code: SUMMER10
SHOP NOW → https://bit.ly/2S53EdR",Shield Republic,999,USD,99,0,0,0,0
8755,240978633841219,https://www.facebook.com/ads/archive/render_ad/?id=240978633841219&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Melt Snowflakes All Summer 🇺🇸
Get 10% off with code: SUMMER10
SHOP NOW → https://bit.ly/2Opr9Nj",Shield Republic,999,USD,99,0,0,0,0
8768,245702750199115,https://www.facebook.com/ads/archive/render_ad/?id=245702750199115&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Start this summer out RIGHT 🇺🇸
Save 25% with code: SHIELD25
SHOP NOW → https://bit.ly/3a7ZGHB",Shield Republic,1999,USD,99,0,0,0,0
8778,251764485882162,https://www.facebook.com/ads/archive/render_ad/?id=251764485882162&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Melt Snowflakes All Summer 🇺🇸
Get 10% off with code: SUMMER10
SHOP NOW → https://bit.ly/2xhK075",Shield Republic,999,USD,99,0,0,0,0
8998,175971573697706,https://www.facebook.com/ads/archive/render_ad/?id=175971573697706&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Guaranteed To Melt Snowflakes 
Save 25% with code SHIELD25
SHOP NOW → https://bit.ly/2L8cAep",Shield Republic,999,USD,99,0,0,0,0
9000,238415054246936,https://www.facebook.com/ads/archive/render_ad/?id=238415054246936&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Keeps Drinks Cold & Melts Snowflakes! ❄️
Free Shipping today w/ code FREESHIP
Shop Now ➔ https://bit.ly/2SI3Yzx",Shield Republic,999,USD,99,0,0,0,0
9002,253341605912233,https://www.facebook.com/ads/archive/render_ad/?id=253341605912233&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Melt Snowflakes All Summer 🇺🇸
Save 25% with code: SHIELD25
SHOP NOW → https://bit.ly/3dgMCBC",Shield Republic,999,USD,99,0,0,0,0
9020,251648262617665,https://www.facebook.com/ads/archive/render_ad/?id=251648262617665&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"In the spring election, Republicans tried to silence us and keep us from voting. With everything going on in the world right now, your neighbors are counting on you to request your ballot for November.",For Our Future WI,999,USD,99,0,0,0,1
9021,270879084288429,https://www.facebook.com/ads/archive/render_ad/?id=270879084288429&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,It’s your civic duty to vote. Make sure you’re on top of it and sign up for absentee ballots for every election now!,For Our Future WI,999,USD,99,0,0,0,1
9022,281781936324030,https://www.facebook.com/ads/archive/render_ad/?id=281781936324030&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Our vote matters, especially amid a global pandemic. Request your November absentee ballot NOW to ensure your voice is heard.",For Our Future WI,999,USD,99,0,0,0,1
9023,484864958957182,https://www.facebook.com/ads/archive/render_ad/?id=484864958957182&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Your clerks and poll workers are counting on you to request your absentee ballot now. This will give them months to plan ahead and make sure ballots go out on time, are processed quickly, and election day polling places match community needs.",For Our Future WI,999,USD,99,0,0,0,1
9024,522013325348037,https://www.facebook.com/ads/archive/render_ad/?id=522013325348037&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Voting absentee is quick, easy, and the best way to keep everyone in your community safe! With everything going on in the world right now, your neighbors are counting on you to request your ballot for November.",For Our Future WI,999,USD,99,0,0,0,1
